yrsInLeague,ERA,HR9,WHIP,SO9,ASG_Result
1,3.591,0.736,1.505,7.096,NO
1,2.955,0.537,1.06,6.716,NO
5,2.947,0.856,1.151,6.655,NO
9,4.534,1.031,1.359,7.008,NO
7,5.282,1.014,1.601,4.437,NO
2,3.645,0.63,1.26,7.335,NO
10,4.116,1.107,1.505,6.462,NO
6,2.765,0.325,1.211,6.181,NO
10,6.691,1.643,1.709,4.93,NO
1,2.849,1.085,1.146,5.563,NO
4,4.724,1.181,1.525,4.276,NO
4,3.598,0.732,1.305,3.757,NO
1,4.369,0.933,1.418,6.333,NO
10,3.057,0.382,1.311,6.156,NO
3,3.133,1.044,1.21,9.696,NO
4,2.602,0.488,1.211,7.157,NO
5,4.953,0.799,1.615,8.308,NO
4,3.729,1.641,1.127,9.696,NO
14,1.642,0.091,1.247,4.652,NO
7,5.697,1.982,1.541,5.697,NO
12,2.236,0.497,1.012,7.04,NO
9,3.658,0.523,1.529,5.748,NO
0,2.38,0.366,1.078,7.78,NO
6,4.144,1.381,1.186,8.288,NO
2,2.685,1.343,1.127,9.994,NO
1,2.983,0.994,1.122,5.965,NO
3,3.129,0.982,1.164,6.15,NO
7,3.11,0.565,1.225,5.089,NO
2,1.819,0.839,1.275,6.995,NO
4,5.881,1.337,1.337,8.153,NO
3,5.06,1.276,1.427,5.443,NO
10,4.76,1.413,1.405,6.248,NO
8,3.075,0.48,1.313,5.573,NO
4,4.539,0.931,1.397,8.03,NO
6,4.24,1.339,1.537,5.132,NO
1,4.563,1.141,1.282,8.493,NO
9,4.311,0.681,1.739,3.857,NO
1,4.004,0.686,1.729,5.835,NO
6,4.378,0.547,1.419,5.655,NO
3,5.205,1.366,1.359,4.554,NO
1,4.311,1.021,1.437,8.168,NO
12,2.723,0.832,1.193,6.202,NO
7,2.888,0.578,1.203,6.353,NO
2,4.236,0.561,1.389,7.043,NO
1,1.826,0.522,0.739,13.435,NO
1,3.772,0.794,1.434,3.772,NO
0,3.447,0.431,1.324,4.883,NO
5,3.724,1.052,1.237,5.222,NO
4,4.589,1.449,1.342,6.279,NO
5,3.615,1.053,1.302,8.192,NO
5,4.828,1.252,1.43,5.185,NO
7,1.808,0.482,0.804,8.196,NO
5,3.35,0.812,1.229,4.669,NO
0,4.922,0.829,1.63,5.653,NO
12,3.255,0.957,1.553,8.234,NO
14,4.061,0.988,1.341,7.793,NO
0,4.435,0.391,1.522,6.261,NO
3,2.951,1.18,1.049,6.934,NO
5,3.414,0.776,1.293,12.414,NO
3,5.476,1.274,1.656,6.75,NO
3,4.019,1.031,1.271,8.45,NO
3,5.487,1.444,1.733,9.963,NO
5,4.255,0.327,1.564,7.691,NO
1,4.976,1.376,1.435,4.288,NO
7,3.016,0.862,1.069,8.617,NO
0,3.874,0.587,1.278,5.752,NO
5,2.85,0.9,1.2,5.7,NO
4,2.955,0.94,1.09,8.328,NO
12,6.178,0.915,1.398,9.153,NO
8,2.497,0.858,1.075,3.512,NO
0,2.502,0.659,1.273,7.376,NO
2,3.627,1.128,1.343,5.642,NO
3,4.324,1.055,1.441,7.172,NO
10,3.884,0.851,1.319,3.773,NO
2,3.75,0.563,1.458,7.875,NO
1,4.113,0.316,1.453,5.168,NO
7,3.26,0.844,1.082,5.523,NO
3,4.534,1.031,1.649,7.42,NO
2,4.612,1.254,1.274,5.821,NO
2,1.37,0.293,0.989,9.196,NO
4,4.93,1.673,1.472,6.377,NO
4,4.765,1.112,1.606,6.671,NO
6,3.568,1.07,1.216,8.088,NO
9,5.063,0.723,1.379,4.701,NO
2,4.709,1.099,1.471,5.18,NO
10,3.607,0.701,1.403,6.562,NO
0,2.817,0,1.304,7.513,NO
5,4.072,1.239,1.338,8.233,NO
6,1.984,0.425,1.157,6.661,NO
12,3.439,1.376,1.28,5.675,NO
5,2.621,0.393,1.165,8.65,NO
1,2.077,0.692,1.064,6.692,NO
3,6.37,2.092,1.553,6.37,NO
7,4.333,0.5,1.426,6.5,NO
9,3.652,0.913,1.188,4.174,NO
4,4.427,0.838,1.329,5.982,NO
0,4.953,0.959,1.473,4.793,NO
9,3.713,0.563,1.363,7.763,NO
7,3.506,0.877,1.305,7.188,NO
0,4.254,0.709,1.484,4.786,NO
2,3.411,0.853,1.421,6.253,NO
4,3.207,1.053,1.229,6.463,NO
13,4.437,1.407,1.311,5.627,NO
6,3.45,0.776,1.457,5.78,NO
6,3.988,0.862,1.425,3.503,NO
10,4.68,1.8,1.66,10.8,NO
1,3.316,1.421,1.368,6.158,NO
2,4.427,0.436,1.6,5.113,NO
8,3.122,0.551,1.286,7.898,NO
5,3.617,0.436,1.42,5.924,NO
1,3.677,0.891,1.296,3.194,NO
4,5.333,0.882,1.526,4.787,NO
3,4.216,0.602,1.511,5.019,NO
3,4.986,1.381,1.491,7.057,NO
4,4.756,0.92,1.347,7.977,NO
3,4.734,1.227,1.558,5.084,NO
10,3.797,0.844,1.25,7.172,NO
2,3.493,0.672,1.209,7.925,NO
8,3.921,0.668,1.401,7.931,NO
3,5.059,1.119,1.254,9.486,NO
10,4.087,0.743,1.335,5.821,NO
11,3.228,0.88,1.272,6.457,NO
10,4.417,1.184,1.245,6.556,NO
1,5.298,0.815,1.664,7.54,NO
4,3.665,0.611,1.154,8.796,NO
6,5.521,1.639,1.581,7.677,NO
3,3.048,1.089,1.319,8.492,NO
12,4.785,1.025,1.576,5.468,NO
9,4.667,1.667,1.315,5.667,NO
5,5.149,1.253,1.531,6.263,NO
10,3.331,0.877,1.149,7.539,NO
1,4.632,1.368,1.417,6.662,NO
4,2.647,0.176,1.49,3.353,NO
1,4.524,1.084,1.335,8.293,NO
2,3.5,0.2,1.278,4.7,NO
10,4.441,0.888,1.559,11.191,NO
4,3.101,0,1.338,9.669,NO
10,4.263,0.904,1.407,6.589,NO
2,4.5,0.375,1.229,8.438,NO
1,4.696,0.88,1.617,5.517,NO
13,1.491,0.497,0.773,10.601,NO
9,4.295,0.767,1.483,6.597,NO
2,4.578,1.074,1.407,5.232,NO
8,2.729,1.005,1.309,4.165,NO
2,3.242,1.111,1.25,6.298,NO
7,4.949,1.316,1.427,3.821,NO
2,4.874,1.041,1.448,4.6,NO
4,2.755,0.441,1.286,8.706,NO
3,2.654,0.732,1.108,6.407,NO
5,3.613,0.951,1.056,8.556,NO
6,3.61,0.807,1.323,7.259,NO
6,3.9,0.6,1.322,3.4,NO
7,3.192,0.931,1.33,6.783,NO
3,5.143,1.286,1.476,8.571,NO
3,3.578,0.976,1.392,4.107,NO
10,5.188,1.747,1.476,3.547,NO
11,2.776,0.757,1.626,8.327,NO
5,2.65,0.568,1.185,6.561,NO
4,5.712,1.558,1.538,4.5,NO
4,3.611,1.72,1.127,10.318,NO
5,3.993,0.951,1.479,7.415,NO
1,4.121,1.057,1.344,9.194,NO
4,4.79,1.409,1.461,6.057,NO
2,5.007,1.129,1.511,6.922,NO
10,3.425,0.504,1.287,5.34,NO
9,5.241,1.271,1.553,6.988,NO
3,2.535,0.38,1.07,8.746,NO
3,5.902,1.18,1.787,6.787,NO
5,2.645,0.551,1.31,10.469,NO
4,2.714,0.407,1.01,8.683,NO
10,3.254,0.844,1.165,8.317,NO
3,3.738,0.969,1.231,5.4,NO
0,3.964,0.644,1.306,4.099,NO
5,4.263,0.888,1.322,9.592,NO
12,1.862,0.665,1.064,3.857,NO
6,2.983,0.628,1.134,10.047,NO
5,5.772,0.931,1.655,8.193,NO
6,2.84,0.616,1.179,5.338,NO
2,5.265,0.855,1.44,6.3,NO
4,3.935,0.656,1.36,7.433,NO
4,2.849,0.497,1.06,4.749,NO
2,3.919,1.016,1.565,6.242,NO
3,4.643,0.858,1.452,4.138,NO
4,3,0.45,1.617,4.8,NO
7,3.384,0.883,1.247,4.451,NO
7,4.885,0.947,1.59,5.188,NO
3,3.911,1.084,1.272,8.482,NO
1,5.34,1.128,1.396,7.295,NO
6,3.349,0.662,1.25,3.763,NO
4,2.752,0.86,1.223,6.363,NO
5,3.375,0.888,0.888,11.191,NO
2,2.992,0.765,1.276,7.376,NO
8,3.522,0.739,1.319,5.348,NO
6,5.098,1.322,1.437,4.39,NO
4,4.69,1.002,1.401,5.054,NO
2,3.904,0.941,1.354,5.833,NO
1,2.607,0.421,1.243,10.009,NO
8,4.8,1.4,1.4,9.6,NO
1,1.78,0.742,0.923,9.198,NO
7,5.804,1.363,1.492,7.469,NO
14,5.894,1.711,1.521,6.465,NO
5,3.356,0.763,1.424,5.949,NO
8,5.272,1.467,1.497,8.847,NO
5,1.937,0.242,1.211,6.296,NO
4,4.294,0.987,1.47,4.837,NO
14,3.997,0.604,1.286,5.53,NO
1,2.729,0.585,1.375,6.043,NO
4,2.852,0.541,1.307,4.295,NO
6,4.465,1.701,1.488,8.504,NO
3,5.049,0.797,1.518,7.122,NO
6,1.727,0.471,1.151,7.221,NO
4,4.069,0.932,1.418,6.485,NO
3,4.202,0.805,1.346,6.661,NO
1,4.66,1.508,1.523,9.046,NO
4,5.319,1.317,1.435,6.332,NO
3,4.195,1.339,1.309,5.043,NO
2,2.748,0.836,1.301,9.796,NO
9,4.077,0.923,1.419,6.615,NO
3,3.619,0.371,1.361,6.495,NO
15,3.835,1.381,1.108,5.216,NO
5,4.428,1.476,1.249,5.122,NO
8,4.307,1.988,1.288,5.301,NO
5,3.89,1.03,1.398,4.805,NO
3,3.566,1.528,1.075,7.132,NO
11,5.069,1.047,1.42,6.171,NO
10,4.758,0.952,1.493,3.687,NO
8,3,0.48,1.253,4,NO
1,3.219,1.43,1.212,10.371,NO
1,2.516,0.503,1.118,6.876,NO
3,3.154,1.009,1.22,7.192,NO
4,5.008,1.187,1.382,7.486,NO
1,7.075,1.588,1.845,5.053,NO
2,4.661,0.964,1.571,9.964,NO
4,4.19,1.016,1.429,6.263,NO
2,1.339,0.669,1.537,8.479,NO
3,4.07,0.407,1.583,5.427,NO
3,5.356,0.994,1.454,2.429,NO
12,4.896,1.929,1.154,10.385,NO
2,3.929,0.865,1.318,4.001,NO
3,6.262,1.54,1.637,5.8,NO
11,4.852,1.266,1.359,8.648,NO
0,4.347,1.03,1.5,5.492,NO
14,3.055,0.69,1.237,4.73,NO
6,3.527,0.73,1.297,3.527,NO
11,4.428,1.404,1.236,7.344,NO
6,4.258,1.038,1.558,7.165,NO
4,2.864,0.273,1.333,8.045,NO
1,4.078,0.422,1.25,5.766,NO
4,3.416,0.655,1.175,3.931,NO
0,2.866,1.358,1.173,9.654,NO
3,3.096,0.248,1.486,5.078,NO
6,4.491,1.016,1.319,6.416,NO
0,2.961,0.348,1.529,9.755,NO
2,2.374,0.396,1.165,6.33,NO
3,3.111,0.871,1.479,6.221,NO
3,2.167,0.167,1.352,10.667,NO
1,5.4,1.013,1.556,12.825,NO
6,3.012,0.558,1.277,7.587,NO
11,4.247,1.062,1.551,3.034,NO
16,3.649,1.168,1.346,6.568,NO
2,3.785,0.757,1.107,9.084,NO
2,4.944,1.141,1.366,8.493,NO
1,3.574,0.676,1.25,5.893,NO
4,4.992,1.127,1.378,7.354,NO
3,6.022,1.554,1.64,7.964,NO
1,2.813,0.679,1.171,7.243,NO
2,7.076,1.676,1.903,8.193,NO
1,3.77,0.365,1.595,7.176,NO
3,3.897,0.835,1.474,4.361,NO
4,2.284,0.806,0.94,9.269,NO
5,3.068,0.614,1.308,5.446,NO
6,3.306,0.551,1.371,5.731,NO
1,3,0.57,1.291,6.38,NO
3,3.774,0.871,1.258,6.194,NO
2,2.243,0.628,1.027,4.395,NO
2,2.935,0.335,1.258,4.612,NO
3,3.59,1.014,1.344,4.214,NO
2,3.977,1.047,1.512,6.07,NO
3,2.827,0.707,1.304,4.524,NO
3,3,0.158,1.526,6,NO
12,3.982,0.68,1.36,4.565,NO
4,3.406,0.632,1.264,3.932,NO
0,3.135,1.315,1.225,6.067,NO
4,2.483,0.931,0.966,10.034,NO
0,3.078,0.449,1.304,6.157,NO
4,3.106,0.239,1.155,6.69,NO
5,5.242,1.582,1.451,7.418,NO
6,2.292,0.127,1.259,5.094,NO
1,2.594,0.48,1.206,7.399,NO
3,3.369,0.983,1.253,5.709,NO
4,3.437,0.995,1.146,7.281,NO
5,4.224,0.551,1.776,9.918,NO
2,3.323,0.508,1.282,6,NO
3,3.226,0.849,1.396,8.151,NO
3,4.091,0.982,1.418,6.055,NO
5,3.797,0.527,1.547,5.484,NO
5,4.244,1.379,1.196,8.063,NO
4,3.042,0.652,1.274,5.215,NO
5,5.235,1.102,1.699,5.372,NO
6,3.337,1.365,1.247,7.129,NO
1,4.075,1.019,1.604,10.019,NO
7,5.072,1.127,1.531,5.789,NO
6,3.053,0.589,1.034,7.394,NO
3,3.967,0.768,1.564,5.758,NO
3,3.618,0.402,1.251,7.035,NO
4,4.181,0.827,1.369,5.705,NO
0,3.627,0.672,1.493,8.06,NO
6,2.3,0.2,1.033,7,NO
1,2.616,0.668,1.163,4.621,NO
1,4.353,1.297,1.379,5.233,NO
3,4.744,0.807,1.447,9.336,NO
2,2.489,0.383,1.223,6.894,NO
1,3.98,1.291,1.434,4.841,NO
10,3.803,0.808,1.4,4.421,NO
2,4.433,1.209,1.455,6.045,NO
2,2.922,0.907,1.142,8.261,NO
6,4.847,1.042,1.506,5.838,NO
6,4.204,0.647,1.581,10.024,NO
4,2.157,0.298,1.421,4.463,NO
16,4.774,1.008,1.35,4.774,NO
12,3.026,0.233,1.216,8.845,NO
4,4.704,0.564,1.474,6.962,NO
4,4.211,1.105,1.263,7.947,NO
2,4.604,0.767,1.433,6.522,NO
6,4.219,0.984,1.25,10.969,NO
1,5.486,1.457,1.59,5.443,NO
4,3.646,0.868,1.24,7.64,NO
5,2.767,0.252,1.053,11.068,NO
5,2.631,0.686,0.953,11.669,NO
7,4.82,0.934,1.437,4.475,NO
2,3.828,0.828,1.379,5.276,NO
4,1.89,0.81,1.2,10.8,NO
9,3.5,0.5,1.481,7.5,NO
2,3.363,0.643,1.253,4.154,NO
0,5.495,1.479,1.515,6.129,NO
2,4.357,0.807,1.53,4.034,NO
12,3.426,0.822,1.325,6.442,NO
9,6.203,1.368,1.662,5.473,NO
0,6.429,0.643,1.714,3.857,NO
4,3.945,0.615,1.497,5.431,NO
2,4.415,0.761,1.415,7.917,NO
4,4.529,1.045,1.452,7.316,NO
5,3.724,1.28,1.293,6.634,NO
7,3.044,0.788,1.202,7.054,NO
4,3.068,0.69,1.099,5.868,NO
2,3.943,0.789,1.443,3.526,NO
2,2.656,0.443,1.254,7.746,NO
2,2.763,1.256,1.172,8.665,NO
10,3.389,0.452,1.079,9.038,NO
1,2.73,0.91,1.197,9.101,NO
3,2.018,0.288,0.961,9.801,NO
7,4.401,0.952,1.467,7.256,NO
9,3.418,1.025,1.386,6.323,NO
0,4.392,0.948,1.353,8.534,NO
18,4.351,0.384,1.408,6.91,NO
8,4.632,0.904,1.619,4.858,NO
1,3.99,0.798,1.493,7.714,NO
7,4.404,1.149,1.511,8.043,NO
8,4.533,0.788,1.423,5.124,NO
3,4.436,1.205,1.381,7.174,NO
3,3.798,0.686,1.358,3.158,NO
4,3.653,0.753,1.134,7.682,NO
4,5.864,1.933,1.532,7.733,NO
3,4.253,0.74,1.274,6.103,NO
1,5.053,1.263,1.526,7.421,NO
1,3.276,0.791,1.205,6.778,NO
5,3.776,0.717,1.364,4.683,NO
4,4.589,0.688,1.453,7.496,NO
1,3.818,1.091,1.439,7.091,NO
2,2.657,0.429,1.2,12.429,NO
2,4.048,1.234,1.388,5.676,NO
1,2,0.1,1.267,5.3,NO
0,2.433,0.464,1.262,8.807,NO
9,3.761,1.612,1.209,12.358,NO
2,4.221,0.946,1.407,5.385,NO
9,3.083,1.057,1.272,3.92,NO
0,4.073,0.732,1.358,6.361,NO
3,5.434,1.019,1.642,6.623,NO
3,3.09,0.325,1.59,4.229,NO
12,1.602,0.229,0.89,5.949,NO
10,4.161,1.131,1.312,4.884,NO
2,4.404,1.299,1.275,6.064,NO
3,3.39,0.355,1.196,5.479,NO
10,4.392,1.033,1.478,8.01,NO
9,3.005,0.574,1.178,6.717,NO
5,2.427,0.607,1.348,5.764,NO
3,4.68,0.9,1.62,7.02,NO
5,2.219,0.37,1.137,5.425,NO
2,3.51,0.54,1.635,8.505,NO
5,3.525,0.75,1.433,3.525,NO
3,3.64,0.662,1.39,5.096,NO
1,4.086,1.776,1.303,8.882,NO
4,3.079,0.474,1.224,3.789,NO
5,3.411,0.568,1.389,11.084,NO
8,4.365,1.078,1.467,4.257,NO
2,4.939,1.427,1.598,7.573,NO
5,3.727,1.103,1.335,4.297,NO
2,3.924,0.671,1.348,7.641,NO
1,3.236,1.112,1.202,7.281,NO
4,2.657,0.213,1.051,4.996,NO
6,3.166,0.372,1.386,6.89,NO
3,4.592,0.735,1.694,5.51,NO
8,4.556,1.222,1.444,5.722,NO
4,1.57,0.628,0.855,8.006,NO
1,3.689,1.509,1.286,6.373,NO
9,3.895,0.694,1.358,7.897,NO
0,5.309,1.213,1.635,3.944,NO
14,3.522,1.304,1.232,7.696,NO
6,4.057,1.119,1.212,7.694,NO
9,3.738,0.415,1.662,5.4,NO
1,2.353,0.495,1.197,4.83,NO
9,4.727,1.362,1.353,6.089,NO
1,3.857,0.532,1.389,8.645,NO
10,5.349,1.656,1.458,7.514,NO
4,3.306,1.102,1.531,4.776,NO
8,3.791,0.717,1.326,3.996,NO
7,3.194,0,1.29,4.5,NO
2,3.176,0.529,1.212,4.659,NO
3,3.21,0.967,1.09,7.959,NO
2,3.738,0.692,1.185,11.077,NO
5,5.08,1.317,1.422,4.233,NO
4,3.635,1.133,1.227,5.664,NO
4,3.995,0.551,1.5,5.097,NO
4,2.171,0.223,1.243,6.012,NO
6,3.969,0.872,1.342,3.664,NO
6,3.701,0.64,1.386,3.929,NO
2,2.928,1.084,1.235,6.452,NO
4,4.333,0.714,1.487,7.81,NO
1,2.245,0.499,1.129,6.61,NO
7,4.613,1.131,1.362,5.472,NO
7,5.221,0.895,1.442,8.652,NO
2,4.43,1.055,1.242,9.281,NO
4,2.755,0.689,1.347,13.638,NO
2,3.42,0.36,1.4,4.5,NO
4,3.196,0.331,1.335,4.629,NO
0,4.123,0.566,1.482,5.335,NO
4,5.049,0.878,1.341,8.78,NO
9,3.938,0.281,1.563,6.469,NO
3,4.193,1.334,1.313,4.828,NO
8,4.179,1.194,1.23,4.684,NO
3,3.013,1.085,1.259,10.366,NO
1,5.602,1.564,1.52,3.634,NO
2,3.348,0.756,1.26,5.184,NO
4,3.666,0.604,1.308,6.858,NO
1,2.5,0.375,1.139,7.875,NO
0,3.795,1.022,1.524,8.757,NO
6,3.919,1.016,1.645,4.355,NO
1,4.431,1.385,1.185,13.154,NO
2,4.67,0.832,1.51,2.127,NO
13,3.911,0.505,1.416,7.444,NO
2,5.473,2.007,1.5,8.757,NO
11,5.29,1.298,1.425,7.237,NO
2,3.793,1.06,1.252,3.236,NO
8,1.783,0.382,1.146,7.259,NO
2,3.972,0.567,1.319,5.532,NO
4,2.929,0.679,1.231,4.542,NO
6,3.974,0.935,1.377,8.532,NO
6,3.164,1.266,1.137,7.383,NO
11,5.348,1.174,1.565,7.304,NO
6,4.681,1.415,1.512,7.73,NO
0,2.989,0.697,1.406,6.875,NO
4,4.655,1.117,1.49,8.752,NO
2,4.24,1.24,1.253,4.08,NO
6,6.163,1.467,1.565,7.63,NO
8,5.897,0.931,1.644,5.483,NO
2,4.399,0.758,1.416,6.826,NO
7,3.375,0.587,1.484,7.777,NO
6,4.853,1.12,1.304,5.641,NO
3,1.889,0.333,1.21,8.444,NO
5,4.325,1.18,1.282,10.879,NO
3,3.941,0.819,1.253,5.97,NO
2,2.103,0.3,1.109,4.506,NO
4,3.197,0.355,1.368,7.105,NO
5,2.821,0.887,1.182,5.078,NO
4,2.515,1.059,1,11.515,NO
8,2.089,0.804,1.268,6.268,NO
3,3.194,1.306,1.194,8.129,NO
12,3.488,0.705,1.167,5.016,NO
7,3.6,0.36,1.253,6.84,NO
3,1.749,0.219,1.275,7.105,NO
11,4.269,1.423,1.368,5,NO
11,3.806,0.238,1.559,6.899,NO
3,5.635,1.409,1.565,7.513,NO
0,2.393,0.673,1.08,6.507,NO
1,3.565,0.665,1.257,3.755,NO
1,2.422,1.211,0.874,8.839,NO
7,3.91,0.745,1.221,6.331,NO
5,3.678,1.125,1.24,7.269,NO
4,3.914,0.803,1.383,4.015,NO
3,3.764,0.952,1.332,7.659,NO
2,3.232,0.73,1.494,4.378,NO
6,4.456,0.917,1.5,7.733,NO
14,2.298,0.766,1.213,3.064,NO
5,2.919,0.625,1.286,9.069,NO
1,5.01,0.835,1.608,9.603,NO
15,3.488,0.675,1.35,5.738,NO
17,2.481,0.584,1.103,9.486,NO
6,4.665,1.043,1.421,3.402,NO
7,3.322,0.707,1.319,7.421,NO
7,4.371,1.371,1.419,5.229,NO
11,3.484,0.327,1.343,5.335,NO
1,5.18,1.467,1.38,6.234,NO
3,4.221,0.728,1.512,5.604,NO
2,4.219,0.844,1.5,5.304,NO
7,5.376,0.733,1.67,8.063,NO
13,2.2,0.8,1.178,5,NO
8,2.433,0.579,0.991,12.979,NO
3,5.226,0.995,1.507,4.23,NO
6,4.5,0.587,1.446,4.696,NO
4,2.623,0.43,1.261,6.707,NO
9,4.66,1.919,1.386,9.32,NO
2,3.604,0.772,1.309,4.956,NO
3,3.946,1.108,1.261,8.379,NO
4,2.906,0.656,1.156,6.469,NO
0,4.576,1.068,1.475,9.153,NO
3,3.208,0.458,1.278,6.583,NO
1,2.719,0.777,1.165,10.683,NO
5,2.819,0.434,1.253,7.157,NO
3,3.463,0.903,1.126,5.771,NO
4,2.75,0.25,0.917,7.75,NO
3,4.725,0.9,1.375,5.288,NO
0,2.73,0.607,1.112,9.404,NO
4,3.992,1.276,1.235,4.404,NO
5,3.484,1.219,1.316,9.232,NO
6,2.855,0.714,1.189,7.969,NO
7,2.825,0.686,1.224,5.771,NO
13,3.991,0.939,1.513,5.4,NO
8,3.119,0.975,1.289,4.971,NO
5,1.929,0.386,1.629,4.243,NO
8,4.423,1.152,1.428,3.824,NO
0,3.717,0.437,1.482,5.466,NO
10,3.352,0.559,1.303,7.262,NO
1,2.678,0.335,1.227,6.917,NO
6,3.943,0.765,1.355,4.949,NO
6,4.154,0.779,1.486,8.048,NO
6,3.649,1.459,1.1,7.923,NO
1,5.104,1.254,1.527,6.582,NO
0,3.15,1.125,1.425,6.75,NO
4,5.586,1.064,1.552,4.389,NO
3,3.549,1.014,1.31,6.592,NO
10,2.455,0.409,1.284,7.67,NO
6,2.515,0.926,1.382,5.691,NO
8,4.378,0.973,1.389,6.519,NO
3,3.574,0.744,1.18,6.006,NO
5,3.784,0.841,1.251,5.419,NO
1,4.508,0.751,1.43,6.809,NO
4,4.175,0.418,1.268,7.794,NO
10,2.407,0.628,1.151,6.907,NO
4,3.839,1.251,1.308,5.909,NO
2,3.649,0.791,1.25,4.804,NO
10,4.65,0.45,1.667,6.3,NO
2,2.634,1.054,1.01,10.405,NO
3,3.34,1.392,1.314,7.655,NO
4,3.35,1.281,1.248,8.474,NO
7,3.082,0.644,1.165,5.52,NO
6,3.197,0.711,1.145,5.507,NO
10,5.041,1.048,1.453,4.392,NO
2,3.136,0.545,1.091,8.182,NO
2,4.05,0.525,1.558,6,NO
2,4.909,0.818,1.61,4.5,NO
2,4.32,1.44,1.28,9.18,NO
2,3.882,0.96,1.347,3.882,NO
3,4.565,1.435,1.42,9.13,NO
3,2.609,0.794,1.109,8.282,NO
6,5.034,1.068,1.508,5.949,NO
11,4.192,0.925,1.427,4.899,NO
0,2.634,0.878,1.268,5.927,NO
5,3.214,0.459,1.265,5.878,NO
4,4.812,0.912,1.396,7.143,NO
6,4.941,1.235,1.725,7.412,NO
8,5.192,1.038,1.385,7.615,NO
4,3.423,0.845,1.286,7.986,NO
1,3.974,0.694,1.479,4.668,NO
5,4.241,1.131,1.147,10.461,NO
17,5.655,1.642,1.622,5.838,NO
13,2.492,0.208,1.477,7.685,NO
11,4.138,1.153,1.289,4.274,NO
13,3.479,0.835,1.392,6.82,NO
1,3.474,0.546,1.263,6.949,NO
10,4.043,1.087,1.401,8.478,NO
4,3.126,0.995,1.153,11.795,NO
4,5.758,1.062,1.758,7.155,NO
4,4.521,1.161,1.512,4.935,NO
2,4.478,0.99,1.407,2.928,NO
4,3.651,0.865,1.484,9.416,NO
5,4.482,1.387,1.358,7.15,NO
2,4.299,1.462,1.252,6.621,NO
5,5.447,1.658,1.658,3.316,NO
1,4.05,1.071,1.36,4.469,NO
3,4.142,1.381,1.313,5.369,NO
1,3.935,0.847,1.351,6.227,NO
13,3.13,0.722,1.135,4.781,NO
3,2.174,0.458,1.081,10.983,NO
10,3.228,0.88,1.207,6.016,NO
2,4.569,0.415,1.569,5.192,NO
2,5.455,1.745,1.527,6.055,NO
5,2.431,0.521,1.071,5.426,NO
1,2.227,0.742,1.082,5.567,NO
6,4.068,1.057,1.474,5.231,NO
1,1.851,0.309,1.2,4.629,NO
1,3.686,0.686,1.343,6.386,NO
2,4.703,1.219,1.432,8.535,NO
2,3.532,1.256,1.273,4.552,NO
1,4.613,1.125,1.438,4.613,NO
13,5.858,1.528,1.613,5.349,NO
7,4.526,1.405,1.543,8.272,NO
8,4.535,0.998,1.521,4.826,NO
14,3.375,0.964,1.393,7.554,NO
4,3.342,0.679,1.242,7.311,NO
9,2.16,0.36,1.28,6.84,NO
0,3.348,0.691,1.246,5.368,NO
1,3.14,0.157,1.448,6.75,NO
7,3.578,0.542,1.41,3.361,NO
2,3.539,1.115,1.228,6.592,NO
4,3.711,0.653,1.341,7.79,NO
4,4.346,1.433,1.372,5.733,NO
1,3.758,1.113,1.191,7.933,NO
8,3.67,0.786,1.194,5.374,NO
0,3.484,1.045,1.684,5.748,NO
3,5.5,1.125,1.514,7.75,NO
6,3.256,0.769,1.442,4.296,NO
7,6.2,1.6,1.489,7.8,NO
8,4.211,1.239,1.528,6.936,NO
8,3.309,0.397,1.279,8.338,NO
11,3.352,1.303,1.076,8.566,NO
5,2.955,0.537,1.164,7.119,NO
1,3.534,0.575,1.201,8.301,NO
7,2.988,0.854,1.304,5.229,NO
4,3.876,1.069,1.218,6.282,NO
10,5.959,2.068,1.392,7.419,NO
3,2.3,0.426,1.325,5.11,NO
1,3.986,0.759,1.329,7.924,NO
4,1.582,0.339,1.054,9.828,NO
4,4.15,1.35,1.2,9,NO
8,4.46,1.26,1.373,5.187,NO
3,3.951,0.564,1.437,5.315,NO
10,3.325,0.975,1.296,3.591,NO
3,3.13,0.675,1.357,5.339,NO
4,3.396,0.679,1.17,10.019,NO
15,2.464,0.719,1.044,6.827,NO
2,4.109,1.174,1.582,5.723,NO
2,3.779,1.176,1.18,4.745,NO
7,4.373,0.807,1.321,5.009,NO
4,4.563,1.693,1.312,6.021,NO
4,2.332,1.105,0.941,5.4,NO
1,4.138,0.621,1.425,4.655,NO
0,3.2,0.699,1.275,5.113,NO
2,4.056,0.254,1.366,8.366,NO
2,3.6,0.818,1,10.145,NO
4,2.915,0.486,1.052,5.141,NO
3,3.069,0.966,1.099,9.606,NO
10,4.814,0.419,1.523,3.558,NO
2,3.923,1.154,1.353,3.692,NO
4,4.232,0.677,1.542,4.147,NO
5,4.426,0.553,1.5,5.754,NO
0,3.88,0.97,1.347,5.82,NO
1,3.608,1.047,1.448,7.332,NO
1,4.246,1.306,1.077,4.845,NO
7,4.284,0.996,1.339,4.982,NO
2,3.245,0.464,1.391,5.33,NO
4,3.359,1.033,1.105,7.105,NO
3,3.732,0.878,1.545,5.415,NO
9,3.835,1.074,1.347,4.679,NO
2,3.677,0.968,1.14,4.355,NO
8,3.828,0.828,1.425,7.138,NO
16,2.325,0.715,1.132,8.046,NO
