yrsInLeague,ERA,HR9,WHIP,SO9,ASG_Result
8,5.167,1.809,1.507,4.522,NO
3,3.91,0.733,1.344,7.941,NO
6,2.876,0.639,1.314,7.509,NO
3,3.455,0.864,1.177,5.273,NO
4,4.235,0.741,1.529,6.565,NO
8,2.884,0.284,1.004,6.289,NO
7,2.979,0,1.469,3.724,NO
3,4.392,1.55,1.407,7.234,NO
8,2.634,0.395,1.083,8.561,NO
3,3.747,0.882,1.133,6.943,NO
1,5.494,1.099,1.5,8.948,NO
11,4.66,1.645,1.492,9.046,NO
10,5.291,1.642,1.845,6.568,NO
6,3.709,0.905,1.136,6.603,NO
12,3.966,1.373,1.576,4.271,NO
4,3.194,0.435,1.371,8.71,NO
9,3.938,0.804,1.313,8.839,NO
9,3.713,1.35,1.125,7.594,NO
1,2.805,0.234,1.299,8.065,NO
5,4.935,1.742,1.677,5.806,NO
1,2.898,0.153,1.407,6.712,NO
4,3.881,1.109,1.331,7.318,NO
2,4.333,1.167,1.352,5.667,NO
9,3.497,0.56,1.399,9.373,NO
9,4.044,0.809,1.424,3.857,NO
4,4.739,0.992,1.384,7.384,NO
4,4.014,1.551,1.145,7.571,NO
7,2.918,0.904,1.142,4.397,NO
7,3,0.857,1.214,5.357,NO
2,4.618,0.711,1.461,5.862,NO
7,3.375,0.92,1.159,8.131,NO
12,3.135,0.708,1.36,4.247,NO
5,3.542,1.023,1.137,10.312,NO
6,2.713,0.656,1.167,3.326,NO
8,3.248,0.591,1.228,4.134,NO
11,2.759,0.887,0.953,9.953,NO
3,3.708,0.916,1.279,6.063,NO
1,3.547,0.999,1.205,5.338,NO
3,4.171,0.758,1.584,4.778,NO
3,3.269,0.605,1.117,8.717,NO
2,3.637,0.399,1.323,5.878,NO
1,2.941,0.535,1.317,6.95,NO
4,2.749,0.491,1.124,9.622,NO
4,3.71,1.162,1.416,6.169,NO
14,4.055,0.396,1.297,5.341,NO
6,3.713,0.464,1.307,3.404,NO
0,4.836,1.209,1.444,4.534,NO
4,2.143,0.857,0.921,12.857,NO
2,4.484,1.121,1.262,8.968,NO
4,3.92,1.25,1.333,4.123,NO
8,3.715,0.997,1.178,10.329,NO
7,2.99,0.616,1.378,7.124,NO
6,3.732,0.768,1.329,8.78,NO
8,4.888,1.397,1.474,5.935,NO
12,4.127,0.344,1.414,7.395,NO
2,2.849,0.678,1.191,14.382,NO
8,4.363,1.115,1.298,5.768,NO
4,4.232,0.73,1.735,3.065,NO
11,3.426,1.005,1.122,4.386,NO
3,3.822,0.37,1.452,8.137,NO
8,4.168,0.634,1.51,3.534,NO
5,3.803,0.761,1.239,10.014,NO
4,2.955,0.306,1.234,8.355,NO
5,3.502,0.791,1.28,6.552,NO
4,1.869,0.187,0.965,7.194,NO
6,6.025,1.116,1.512,6.025,NO
18,5.014,1.35,1.5,5.014,NO
4,2.743,0.6,1.314,9.171,NO
4,4.166,0.649,1.485,6.06,NO
9,5.283,1.957,1.457,9.587,NO
7,4.31,0.761,1.408,6.972,NO
8,4.11,1.326,1.37,5.833,NO
2,3.211,1.022,1.492,8.173,NO
2,2.833,0.944,1.204,5.889,NO
2,2.085,0.625,1.042,9.069,NO
0,2.735,0.353,1.24,6.309,NO
1,2.848,0.527,1.313,4.535,NO
7,5.855,1.301,1.645,6.343,NO
2,4.263,1.015,1.331,6.09,NO
4,3.838,1.309,1.26,6.325,NO
8,3.942,1.182,1.182,5.518,NO
3,4.909,0.944,1.322,9.441,NO
11,3.268,1.279,1.342,5.542,NO
1,2.596,0.519,1.298,8.308,NO
9,3.503,0.841,1.163,7.287,NO
12,4.494,0.713,1.486,4.458,NO
1,4.06,1.421,1.286,8.729,NO
4,4.026,0.829,1.474,5.803,NO
2,3.682,0.48,1.393,5.816,NO
5,3.122,0.527,1.221,4.297,NO
4,3.746,0.646,1.364,7.364,NO
10,5.69,1.227,1.624,4.686,NO
2,3.734,0.718,1.34,5.41,NO
5,2.857,0.714,1.19,9.143,NO
5,3.329,0.555,1.307,4.142,NO
3,4.022,1.043,1.382,5.735,NO
6,4.454,1.531,1.546,6.541,NO
3,4.813,1.251,1.385,5.968,NO
6,2.605,1.184,1.013,12.553,NO
2,3.072,0.323,1.132,5.659,NO
18,4.088,0.861,1.542,5.486,NO
0,4.397,1.099,1.324,8.839,NO
3,2.816,0.331,1.279,6.709,NO
3,2.462,0.432,1.128,6.48,NO
8,3.285,0.945,1.095,10.17,NO
1,3.321,0.722,1.091,5.775,NO
0,3.652,0.652,1.348,7.174,NO
4,3.971,0.635,1.465,4.606,NO
4,4.181,1.108,1.427,4.332,NO
1,4.718,0.262,1.456,7.602,NO
3,4.358,0.751,1.33,6.612,NO
3,3.33,0.72,1.22,4.59,NO
3,2.81,0.401,1.115,4.517,NO
0,2.834,0.63,1.155,8.265,NO
11,1.955,0.244,1.045,2.688,NO
13,4.098,1.085,1.433,6.509,NO
4,2.455,0.409,1.25,7.364,NO
6,7.288,1.075,1.673,8.124,NO
1,2.6,0.533,1.17,7.067,NO
9,3.791,1.379,1.353,7.123,NO
2,3.765,1.102,1.204,10.561,NO
2,3.746,1.033,1.278,8.914,NO
5,3.729,1.088,1.144,8.469,NO
10,4.58,0.723,1.527,10.125,NO
2,3.758,0.278,1.438,7.376,NO
4,3.812,0.953,1.518,7.624,NO
1,6.368,0.764,1.274,10.443,NO
3,4.243,1.212,1.488,4.959,NO
3,2.483,0.316,1.164,6.095,NO
2,4.33,1.019,1.285,7.743,NO
8,4.56,0.993,1.565,6.366,NO
5,2.829,0.97,1.302,7.68,NO
3,5.042,1.008,1.467,4.859,NO
4,2.779,0.622,1.171,7.051,NO
2,2.887,0.849,1.698,13.075,NO
0,3.042,0.57,1.077,11.408,NO
7,1.788,0.536,1.073,6.258,NO
2,3.098,0.59,1.131,8.41,NO
0,4.109,1.565,1.304,9.587,NO
1,4.959,1.653,1.684,7.714,NO
2,4.116,0.944,1.393,4.078,NO
1,4.395,0.837,1.488,5.547,NO
6,2.642,0.413,1.376,5.037,NO
3,5.158,1.474,1.468,5.684,NO
13,6.087,1.717,1.457,5.618,NO
4,3.161,0.659,1.346,2.239,NO
13,3.619,0.974,1.284,6.82,NO
4,3.96,1.32,1.133,6.12,NO
2,3.619,0.928,1.314,6.959,NO
7,4.877,0.348,1.587,6.794,NO
5,2.355,0.628,0.872,8.477,NO
10,3.301,0.59,1.284,4.48,NO
8,3,0.24,1.4,8.28,NO
7,1.782,0.411,1.188,7.264,NO
2,4.111,0.914,1.286,7.511,NO
4,3.466,0.564,1.272,5.561,NO
1,4.974,1.243,1.559,6.217,NO
3,4.081,0.628,1.116,6.75,NO
1,4.276,0.547,1.591,3.829,NO
1,3.865,1.235,1.175,6.334,NO
5,4.372,0.765,1.312,8.089,NO
8,3.864,0.941,1.183,6.539,NO
8,3.303,0.144,1.532,8.043,NO
3,2.318,1.227,0.985,13.364,NO
1,5.258,1.041,1.576,5.148,NO
6,4.516,0.687,1.287,3.338,NO
10,2.405,0.656,1.166,6.777,NO
4,3.834,0.646,1.318,5.61,NO
3,4.492,1.099,1.296,7.646,NO
2,4.816,0.787,1.539,4.955,NO
3,6.75,1.35,1.5,5.4,NO
8,3.091,0.636,1.374,4.182,NO
5,3.356,0.683,1.238,5.525,NO
5,6.75,1.607,1.696,5.625,NO
10,3.038,1.013,1.144,6.919,NO
8,4.812,0.802,1.366,9.223,NO
1,5.523,1.964,1.636,8.836,NO
6,3.975,1.16,1.38,4.969,NO
1,4.523,1.508,1.401,5.893,NO
2,2.032,0.726,0.887,6.532,NO
1,3.656,0.703,1.266,2.953,NO
6,3.93,0.873,1.253,6.841,NO
5,3.077,0.596,1.324,4.665,NO
6,3.8,0.8,1.526,6.133,NO
2,4.257,0.608,1.703,7.054,NO
6,3.991,1.057,1.435,9.509,NO
4,3.071,1.408,1.152,6.782,NO
1,2.971,1.163,1.493,10.206,NO
7,4.527,1.778,1.419,7.437,NO
8,4.561,1.277,1.48,6.568,NO
9,3.553,0.474,1.316,6.868,NO
4,3.121,0.624,1.179,5.931,NO
9,4.165,1.197,1.367,5.266,NO
1,3,0.563,1.125,9,NO
1,4.583,0.619,1.569,8.05,NO
2,5.853,1.322,1.888,6.231,NO
5,2.979,0.559,1.076,8.193,NO
5,3.231,1.154,1.41,6.923,NO
3,2.563,0.641,1.139,5.125,NO
4,2.755,0.689,1.133,13.913,NO
1,2.6,0.6,1.133,6.1,NO
6,3.6,1.064,1.191,5.645,NO
10,3.85,0.676,1.306,6.607,NO
6,4.271,1.567,1.263,6.583,NO
1,3.15,0.563,1.331,4.5,NO
3,3.737,0.964,1.333,3.978,NO
7,3.176,1.112,1.306,5.718,NO
4,3.176,0.227,1.45,4.084,NO
1,4.636,0.75,1.409,5.25,NO
6,3.664,1.104,1.221,6.424,NO
17,3.167,1,1.426,4,NO
1,4.248,1.008,1.496,5.4,NO
1,2.416,0.284,1.058,8.953,NO
0,3.451,0.609,1.556,9.135,NO
1,3.675,0.959,1.172,6.391,NO
4,3.009,0.792,1.188,6.176,NO
6,4.277,1.604,1.307,8.822,NO
0,3.088,0.468,1.409,4.118,NO
3,3.349,0.979,1.076,4.174,NO
5,4.381,0.822,1.515,4.108,NO
4,4.667,0.667,1.457,6.444,NO
6,7.322,1.068,1.797,7.475,NO
12,1.985,0.635,1.032,6.035,NO
5,3.581,1.029,1.276,6.256,NO
4,5.554,1.234,1.423,8.177,NO
4,5.488,1.098,1.61,9.22,NO
1,3.892,0.887,1.286,4.139,NO
10,3.404,0.506,1.267,7.359,NO
6,3.876,0.134,1.292,5.213,NO
3,4.395,0.753,1.298,9.67,NO
4,5.754,0.664,1.648,6.861,NO
4,5,1.2,1.556,5.4,NO
7,4.05,1.603,1.242,4.388,NO
6,2.854,0.659,1.171,9.549,NO
4,4.552,0.785,1.238,10.36,NO
1,4.435,0.926,1.37,3.07,NO
5,4.009,0.777,1.3,6.259,NO
11,3.644,0.994,1.454,6.957,NO
1,4.483,0.897,1.528,6.725,NO
2,2.923,0.348,1.183,4.523,NO
3,4.425,0.896,1.4,5.49,NO
6,3.259,0.815,1.228,9.078,NO
3,4.624,0.908,1.477,5.367,NO
2,3.109,0.767,1.24,5.323,NO
7,4.113,1.269,1.352,8.489,NO
6,3.098,0.738,0.951,8.705,NO
3,4.324,0.721,1.429,7.706,NO
5,3.755,0.773,1.178,6.405,NO
9,1.964,0.655,1.055,9.982,NO
8,5.187,1.729,1.581,5.453,NO
8,4.47,1.43,1.411,10.192,NO
2,3.81,0.753,1.296,7.197,NO
2,3.922,1.207,1.291,6.335,NO
9,4.556,0.889,1.519,5.444,NO
1,5.042,0.976,1.283,6.181,NO
6,3.524,0.641,1.322,5.492,NO
15,4.11,0.781,1.32,6.041,NO
1,4.102,0.763,1.272,8.014,NO
0,2.928,0.813,1.428,4.392,NO
0,3.462,1.385,1.308,6.462,NO
2,3.246,0.621,1.235,3.867,NO
10,1.597,0.581,0.903,6.968,NO
2,4.571,1,1.354,6.905,NO
5,2.965,0.424,1.247,7.412,NO
4,3.554,0.462,1.344,7.246,NO
1,4.677,1.807,1.299,7.335,NO
1,1.528,0.34,0.792,11.547,NO
5,4.811,1.401,1.547,5.465,NO
7,2.619,0.632,1.244,4.605,NO
1,3.139,0.731,1.175,2.451,NO
1,3.664,0.964,1.479,5.786,NO
2,4.104,0.648,1.308,6.75,NO
6,3.451,0.812,1.308,4.365,NO
7,2.517,1.144,1.144,6.864,NO
4,3.875,0.875,1.556,5.375,NO
4,5.559,1.059,1.676,6.485,NO
9,2.634,1.098,1.049,7.573,NO
5,3.702,0.871,1.355,7.185,NO
8,3.714,0.143,1.413,5.429,NO
1,2.893,0.482,1.205,6.107,NO
0,5.063,1.463,1.525,7.538,NO
2,3.245,0.649,1.298,7.139,NO
4,4.229,1.139,1.5,8.946,NO
7,5.175,1.586,1.479,6.427,NO
3,4.154,0.909,1.428,3.635,NO
4,2.389,0.389,1.13,8.889,NO
15,4.636,1.091,1.333,10.636,NO
7,5.183,1.326,1.607,5.504,NO
0,2.768,0.796,1.138,4.664,NO
1,4.371,0.926,1.36,6.994,NO
2,4.655,1.862,1.431,4.5,NO
6,4.253,0.925,1.377,4.438,NO
3,3.991,0.47,1.187,9.274,NO
6,4.167,1.278,1.253,7.056,NO
2,3.701,0.822,1.416,11.787,NO
3,3.572,0.714,1.266,3.911,NO
7,3.91,0.733,1.425,5.62,NO
5,3.408,0.393,1.282,7.602,NO
3,3.205,0.37,1.342,5.918,NO
8,2.769,0.433,1.303,5.668,NO
4,5.188,1.415,1.585,6.956,NO
2,5.372,0.848,1.759,7.775,NO
0,6.058,1.619,1.532,7.259,NO
5,2.6,0.4,1.237,5.2,NO
5,3.755,1.252,1.132,7.331,NO
7,2.789,1.141,1.352,3.803,NO
13,2.061,1.031,0.962,9.481,NO
12,3.897,0.875,1.325,3.619,NO
8,4.251,0.981,1.588,6.727,NO
6,4.424,0.763,1.271,5.186,NO
3,2.325,0.388,1.077,9.56,NO
2,3.937,0.856,1.284,3.295,NO
3,3.951,1.054,1.288,5.663,NO
1,2.76,0.24,1.027,6.24,NO
1,2.739,0.587,1.152,5.576,NO
5,3.729,1.414,1.343,4.757,NO
5,4.785,1.007,1.416,7.052,NO
2,2.789,0.893,1.19,8.256,NO
9,3.185,1.015,1.169,7.523,NO
1,3.566,1.189,1.396,5.264,NO
9,2.786,0.857,1.214,11.143,NO
1,5.853,0.883,1.497,6.239,NO
5,3.724,1.28,1.422,9.078,NO
0,3.375,0.26,1.385,8.827,NO
4,2.284,0.403,1.328,4.836,NO
6,4.214,1.071,1.385,3.964,NO
2,4.096,1.062,1.348,4.475,NO
3,4.526,0.566,1.383,4.783,NO
3,4.24,1.038,1.269,6.923,NO
1,4.862,1.259,1.408,5.252,NO
1,2.631,0.686,1.22,6.864,NO
3,6.149,2.272,1.708,6.015,NO
14,5.125,0.625,1.806,5.5,NO
5,3.613,1.072,1.178,3.971,NO
5,3.269,0.969,1.278,7.386,NO
6,3.6,0.45,1.4,8.1,NO
2,4.724,1.421,1.575,6.222,NO
2,3.964,0.321,1.488,6.964,NO
0,4.373,0.951,1.521,6.845,NO
1,7.097,1.234,1.817,8.023,NO
0,4.692,0.797,1.702,5.046,NO
7,3.132,0.677,1.279,3.893,NO
7,3.375,0.804,1.357,7.232,NO
1,4.888,1.164,1.474,6.905,NO
4,4.868,0.608,1.428,2.738,NO
2,3.204,0.942,1.178,8.435,NO
1,3.767,0.544,1.423,6.991,NO
3,3.098,0.443,1.131,9.738,NO
5,5.432,0.639,1.704,3.834,NO
3,3.369,0.774,1.123,4.872,NO
6,3.222,0.556,1.037,10.222,NO
4,3.375,0.482,1.375,8.196,NO
0,3.403,1.134,1.513,10.664,NO
7,3.57,0.638,1.442,3.825,NO
0,3.531,0.623,1.362,8.723,NO
3,3.541,0.885,1.156,9.074,NO
8,2.824,0.696,1.074,6.073,NO
2,3.881,1.688,1.163,8.775,NO
8,5.331,1.204,1.471,4.643,NO
9,3.696,0.411,1.506,3.901,NO
11,2.774,0.185,1.027,3.329,NO
9,2.939,1.286,0.898,9.184,NO
7,3.913,0.913,1.478,9,NO
8,2.919,0.547,1.236,5.108,NO
2,4.808,0.923,1.495,4.662,NO
6,3.387,0.581,1.14,4.645,NO
7,5.125,1.007,1.434,5.72,NO
12,3.568,0.661,1.4,7.091,NO
0,3.587,0.755,1.217,8.874,NO
1,4.277,1.069,1.515,6.149,NO
3,4.339,0.536,1.482,6.321,NO
5,2.598,0.791,1.318,7.004,NO
8,3.902,1.16,1.266,8.754,NO
0,3.14,0.419,1.395,4.395,NO
2,3.231,0.708,1.225,6.861,NO
4,4.297,0.947,1.402,4.94,NO
0,2.656,0.221,1.303,10.844,NO
1,2.323,0.726,1.048,12.194,NO
2,3.063,0.454,1.311,8.055,NO
1,2.868,0.727,1.058,6.042,NO
6,2.32,0.316,1.148,4.008,NO
6,3.021,0.85,1.059,9.629,NO
7,4.5,1.125,1.375,6.875,NO
16,2.421,0.186,1.241,5.214,NO
13,2.857,0.714,1.206,6.429,NO
1,3.327,1.28,1.336,10.109,NO
1,4.236,0.642,1.345,3.937,NO
3,5.345,1.096,1.523,5.345,NO
3,3.771,1.164,1.293,5.866,NO
4,2.962,0.5,1.171,3.962,NO
7,3.329,0.925,1.438,5.178,NO
4,2.327,0.582,1.083,4.411,NO
0,2.935,0.587,1.288,7.484,NO
6,3.044,0.662,1.176,8.206,NO
2,5.818,0.448,1.326,8.801,NO
0,3.582,0.735,1.51,8.265,NO
5,3.396,0.822,1.223,5.751,NO
6,3.844,0.915,1.464,8.146,NO
4,3.405,1.04,1.172,7.329,NO
11,3.748,0.65,1.296,6.119,NO
4,2.32,0.422,1.266,9.914,NO
8,3.47,0.651,1.277,4.663,NO
11,2.725,0.372,1.349,5.821,NO
4,5.612,1.062,1.82,7.129,NO
11,5.014,1.61,1.303,6.899,NO
5,4.732,0.974,1.438,9.464,NO
0,3.57,0.837,1.202,3.738,NO
6,1.991,0.747,0.912,11.696,NO
7,4.214,0.655,1.441,5.359,NO
1,4.373,0.57,1.542,10.458,NO
7,4.445,1.152,1.463,7.902,NO
8,1.558,0.346,1.019,6.404,NO
7,3.662,0.718,1.356,5.386,NO
0,5.091,1.543,1.526,6.789,NO
6,2.331,0.194,1.144,7.381,NO
2,4.245,1.019,1.453,9.17,NO
14,4.253,1.11,1.705,6.103,NO
10,3.306,1.102,1.224,5.648,NO
5,3.49,0.429,1.313,5.694,NO
3,4.311,1.248,1.374,5.105,NO
3,4.446,1.095,1.461,6.122,NO
11,3.098,0.738,1.246,9.295,NO
5,3.358,0.839,0.964,8.674,NO
2,3.966,1.183,1.384,6.541,NO
2,4.261,0.88,1.4,6.669,NO
3,3.254,0.762,1.4,4.915,NO
2,3.418,0.684,1.709,6.835,NO
1,4.433,0.806,1.612,9.47,NO
2,4.075,1.019,1.17,7.302,NO
2,5.695,1.266,1.641,9.492,NO
1,3.774,0.871,1.419,10.452,NO
7,4.331,1.29,1.392,5.529,NO
4,6.052,1.629,1.681,10.707,NO
9,2.734,0.342,1.038,10.025,NO
2,4.551,1.534,1.273,8.386,NO
4,4.282,1.031,1.392,6.542,NO
6,4.956,1.369,1.442,6.184,NO
1,3,0.462,1.321,4.385,NO
2,3.616,0.844,1.232,8.799,NO
3,4.611,1.127,1.452,6.917,NO
11,4.871,0.696,1.438,5.985,NO
1,2.54,0.535,1.203,7.619,NO
0,3.667,1.333,1.019,10.167,NO
0,2.127,0.491,0.964,8.182,NO
20,4.154,0.346,1.346,4.615,NO
11,3.824,0.585,1.452,4.799,NO
1,5.098,1.405,1.526,7.075,NO
7,3.168,0.964,1.316,4.408,NO
16,2.685,0.597,1.177,12.53,NO
4,5.074,1.087,1.369,5.074,NO
2,4.524,1.119,1.378,5.789,NO
1,2.711,0.678,1.13,2.824,NO
6,4.476,0.848,1.366,5.89,NO
0,3.062,1.113,1.082,5.474,NO
1,5.353,1.28,1.746,5.703,NO
2,3.518,1.055,1.192,7.827,NO
10,3.571,1,1.413,3,NO
2,4.732,1.113,1.454,5.567,NO
7,4.593,1.358,1.385,5.991,NO
1,3.323,0.692,1.226,7.338,NO
0,2.314,0.386,1.179,7.329,NO
8,2.928,0.325,1.361,4.988,NO
2,2.885,0.692,1.064,6.231,NO
2,3.522,0.704,1.265,7.043,NO
5,3.302,0.68,1.176,6.022,NO
5,3.711,0.64,1.521,7.934,NO
0,3.458,0.532,1.167,6.916,NO
2,5.233,1.169,1.515,6.402,NO
6,4.28,1.646,1.372,8.232,NO
3,4.617,1.255,1.517,7.026,NO
3,1.929,0.438,0.984,5.61,NO
2,4.113,1.065,1.306,5.226,NO
2,4.271,0.763,1.39,4.729,NO
1,2.052,0.108,1.164,6.912,NO
3,2.442,0.271,1.342,7.869,NO
2,3.197,0.355,1.342,5.507,NO
3,3.488,0.646,1.234,7.364,NO
6,4.457,0.736,1.548,3.894,NO
2,4.967,0.679,1.514,6.708,NO
9,4.61,0.922,1.332,5.663,NO
4,2.333,0.333,0.975,8.333,NO
4,3.462,0.462,1.577,8.192,NO
3,4.289,1.072,1.581,6.043,NO
9,4.355,0.825,1.396,4.997,NO
1,4.645,1.887,1.532,6.387,NO
5,3.667,0.917,1.278,9.26,NO
6,3.445,0.517,1.258,8.526,NO
2,4.212,1.02,1.429,3.369,NO
11,3.575,0.863,1.479,6.041,NO
2,3.506,0.523,1.331,4.238,NO
8,3.553,0.812,1.286,8.526,NO
1,4.44,0.24,1.333,4.8,NO
1,3.682,0.682,1.379,3.682,NO
3,3.634,0.92,1.4,6.716,NO
4,4.773,1.182,1.47,5.182,NO
3,5.55,1.101,1.542,7.312,NO
3,3.024,0.216,1.392,5.184,NO
1,5.498,0.785,1.549,5.793,NO
3,2.966,0.92,1,9.307,NO
3,3.131,0.862,1.195,8.395,NO
3,4.522,0.646,1.435,6.976,NO
3,5.206,1.235,1.314,7.588,NO
4,3,0.4,1.144,5.7,NO
15,3.512,0.439,1.561,6.146,NO
14,3.469,1.508,1.039,6.939,NO
0,2.787,0.871,1.161,15.329,NO
6,3.788,0.68,1.619,5.439,NO
7,4.177,1.044,1.243,7.011,NO
8,6.087,1.561,1.63,7.803,NO
5,4.2,1.5,1.333,11.4,NO
2,4.212,1.296,1.41,6.534,NO
3,2.718,0.679,1.168,5.364,NO
2,3.938,1.125,1.375,7.594,NO
7,4.433,1.209,1.701,4.634,NO
9,4.196,0.777,1.299,4.429,NO
0,4.161,0.993,1.345,5.249,NO
10,2.951,0.738,1.049,9.295,NO
5,3.917,1.149,1.34,4.805,NO
10,3.657,0.108,1.219,4.195,NO
6,3.577,0.808,1.218,5.308,NO
1,5.326,1.362,1.404,7.555,NO
7,3.277,0.78,0.971,10.457,NO
11,3.489,0.607,1.096,6.978,NO
7,2.789,0.634,1.282,9.761,NO
13,4.171,0.878,1.317,11.195,NO
5,3.257,1.114,1.39,5.743,NO
13,3.344,0.998,1.231,5.24,NO
11,2.938,0.42,1.337,4.756,NO
9,3.857,1.446,1.071,9.643,NO
7,5.448,0.969,1.574,10.17,NO
1,4.263,1.038,1.257,7.488,NO
2,3.59,0.574,1.181,5.601,NO
0,3.457,0.561,1.308,3.363,NO
13,3.514,0.801,1.241,8.007,NO
3,3.575,0.951,1.234,5.894,NO
4,4.32,0.36,1.627,9.24,NO
0,2.038,0.509,1.146,8.151,NO
6,4.304,1.304,1.435,6.913,NO
5,3.162,0.73,1.162,5.351,NO
3,1.878,0.704,0.861,13.03,NO
0,4.301,0.956,1.327,9.319,NO
7,2.506,0.243,1.329,5.416,NO
2,5.084,0.92,1.481,4.558,NO
11,3.22,0.248,1.459,7.431,NO
1,2.314,0.257,1.014,11.829,NO
9,4.475,2.238,1.525,9.099,NO
8,2.838,0.668,1.071,5.383,NO
2,1.939,0.149,1.11,8.652,NO
0,2.512,0.419,1.163,7.535,NO
16,5.038,1.55,1.522,5.038,NO
2,3.249,0.659,1.127,5.663,NO
12,4.471,1.204,1.318,8.943,NO
8,4.668,1.203,1.353,4.957,NO
2,3.85,0.909,1.271,5.721,NO
3,3.018,0.159,1.288,4.924,NO
5,4.106,0.982,1.23,7.631,NO
4,3.011,0.703,1.238,4.517,NO
2,3.6,0.818,1.345,8.018,NO
6,2.988,0.64,1.15,9.605,NO
2,4.461,1.409,1.574,4.696,NO
7,3.6,1.05,1.4,8.55,NO
4,4.193,1.006,1.565,5.199,NO
2,3.032,1.444,1.107,8.23,NO
1,3.115,0.904,1.262,6.03,NO
7,3.829,0.884,1.451,5.302,NO
1,3.857,0.609,1.511,6.496,NO
1,7.435,1.174,1.978,9.978,NO
2,4.615,0.982,1.538,8.051,NO
5,4.103,0.887,1.312,3.77,NO
9,4.909,0.866,1.556,6.064,NO
5,2.908,1.246,1.292,9.346,NO
4,3.879,1.065,1.259,6.313,NO
3,3.293,0.535,1.271,6.956,NO
3,3.574,1.191,1.346,4.765,NO
8,3.533,0.252,1.318,6.056,NO
1,6.013,1.886,1.886,7.31,NO
5,5.83,0.614,1.653,4.909,NO
7,3.649,1.216,1.135,5.595,NO
7,4,0.571,1.258,2.821,NO
8,5.15,1.177,1.455,5.886,NO
2,3.558,0.623,1.364,4.181,NO
15,3.543,1.466,1.29,6.109,NO
6,2.392,0.342,1.532,5.468,NO
7,2.935,0.685,1.087,8.902,NO
5,2.871,0.581,1.231,7.922,NO
6,4.043,1.098,1.353,4.891,NO
9,4.056,0.507,1.521,5.831,NO
8,3.991,0.704,1.696,5.4,NO
6,3.831,0.831,1.415,6.831,NO
1,3.879,1.123,1.197,6.125,NO
5,5.53,1.952,1.337,9.596,NO
5,1.97,0.464,0.94,10.545,NO
1,3.032,0.722,1.332,6.497,NO
2,3.865,0.979,1.265,3.246,NO
4,3.611,0.516,1.223,9.115,NO
2,2.789,0.507,1.423,5.197,NO
3,4.821,0.321,1.321,8.357,NO
0,1.929,0.088,1.188,7.451,NO
9,4.543,0.779,1.413,7.399,NO
7,2.975,0.732,1.286,4.668,NO
1,4.402,0.685,1.348,4.891,NO
1,4.714,1.5,1.462,4.8,NO
8,4.645,1.355,1.505,7.161,NO
1,5.211,2.053,1.684,9,NO
4,3.338,0.747,1.185,3.736,NO
4,2.746,0.915,1.195,9.381,NO
0,2.793,0.372,0.952,8.007,NO
7,3.958,0.99,1.194,6.22,NO
2,2.522,0.478,1.271,3.217,NO
3,1.286,0.257,0.857,11.571,NO
3,2.335,1.022,0.795,5.984,NO
2,3.6,1.2,1.35,6.75,NO
2,4.226,0.587,1.474,7.513,NO
3,4.258,0.997,1.414,3.76,NO
7,4.359,0.844,1.297,6.469,NO
7,4.508,0.727,1.4,4.314,NO
0,3.908,1.184,1.487,4.737,NO
2,3.72,0.744,1.417,4.996,NO
0,4.083,0.527,1.463,7.112,NO
4,3.886,1.093,1.34,5.424,NO
1,2.488,0.622,1.161,12.94,NO
0,4.546,1.102,1.209,9.505,NO
3,2.367,0.538,1.171,8.713,NO
5,2.83,0.118,1.323,6.721,NO
0,4.066,0.488,1.482,10.898,NO
4,2.801,0.672,1.064,4.537,NO
3,4.54,0.669,1.407,2.819,NO
3,5.607,1.18,1.492,5.902,NO
2,2.985,0.814,1.01,12.754,NO
4,4.079,1.314,1.264,6.949,NO
4,4.194,0.996,1.381,6.763,NO
4,3.072,0.978,1.231,9.543,NO
1,2.69,0.598,1.185,6.277,NO
2,4.162,0.711,1.387,3.248,NO
3,3.947,1.421,1.509,9.158,NO
1,3.545,0.68,1.327,9.081,NO
6,3.568,0.692,1.314,3.089,NO
3,4.091,1.309,1.255,8.673,NO
2,1.671,0.514,1,8.871,NO
1,4.891,1.174,1.31,8.217,NO
3,4.875,0.938,1.688,7.313,NO
8,3.699,0.925,1.274,5.548,NO
2,4.217,0.824,1.546,4.217,NO
10,1.831,0.229,1.068,8.466,NO
9,4.039,1.276,1.394,4.72,NO
2,4.919,1.622,1.366,6.907,NO
6,3.176,0.578,1.332,7.219,NO
14,4.696,0.783,1.424,5.576,NO
0,3.24,0.36,1.24,11.16,NO
7,5.821,0.978,1.533,6.016,NO
4,3.881,1.181,1.65,5.063,NO
0,3.176,0.953,0.953,10.324,NO
7,4.168,1.087,1.47,9.785,NO
6,4.944,1.249,1.527,5.107,NO
7,4.641,1.582,1.336,9.809,NO
2,4.219,0.614,1.202,4.679,NO
9,3.375,0.984,1.125,10.828,NO
1,4.534,1.443,1.328,10.511,NO
7,3.682,0.614,1.523,8.182,NO
0,2.215,0.415,1.2,6.508,NO
0,2.439,1.394,0.929,8.884,NO
3,2.956,0.591,1.347,5.912,NO
1,3.95,0.85,1.161,8.35,NO
2,3.535,0.486,1.434,5.17,NO
7,1.742,0.174,1.123,7.839,NO
0,4.194,0.917,1.194,8.257,NO
