G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,yrsInLeague,ASG_Result
94,325,31,69,13,4,1,21,10,6,23,75,0,4,11,1,3,0,NO
120,373,50,94,21,0,20,64,0,2,57,105,4,1,0,6,7,10,NO
125,285,37,79,19,2,2,30,0,0,44,28,3,2,0,3,6,10,NO
119,397,43,95,16,0,14,40,0,4,55,77,4,1,0,2,12,6,NO
160,593,63,148,19,2,21,68,1,1,53,74,10,3,4,4,18,9,NO
101,309,51,81,15,5,8,38,21,7,46,64,5,1,2,3,4,0,NO
148,581,81,165,27,5,4,72,21,15,64,92,4,1,11,6,21,7,NO
111,386,29,93,15,1,4,52,1,2,26,41,3,0,4,3,7,5,NO
152,558,68,157,23,1,22,80,2,3,43,71,3,5,3,5,16,4,NO
103,259,29,60,8,4,0,17,13,6,16,52,2,0,2,0,6,6,NO
120,427,64,127,19,2,3,39,18,7,37,31,0,6,13,4,8,8,NO
138,380,55,91,16,2,19,62,0,0,45,86,4,4,3,3,6,1,NO
114,262,42,62,16,5,3,31,5,1,29,22,0,2,7,2,8,2,NO
138,528,70,146,22,1,23,89,11,3,22,69,4,6,0,4,15,3,NO
148,526,58,133,24,2,12,75,6,0,37,90,4,0,3,3,17,8,NO
125,367,41,96,13,4,2,37,14,10,30,40,0,1,2,3,10,4,NO
131,490,83,145,20,4,22,81,24,9,22,79,4,11,0,2,5,3,NO
136,441,62,107,23,5,5,38,4,4,44,74,2,3,6,4,9,9,NO
162,614,92,172,32,2,20,89,9,4,71,99,6,2,0,3,12,9,NO
107,323,32,83,15,0,7,45,2,0,30,42,1,4,3,5,9,10,NO
105,287,47,86,19,2,4,27,2,4,24,50,0,3,8,1,5,0,NO
98,292,32,82,16,0,12,37,1,4,8,67,0,3,0,3,11,0,NO
129,453,51,123,25,5,4,49,2,1,32,59,0,2,9,6,7,4,NO
132,482,55,117,17,2,13,65,5,2,26,68,2,1,4,3,20,3,NO
96,287,31,64,12,0,7,30,3,2,24,79,0,3,2,1,2,1,NO
131,360,40,94,17,2,10,52,1,3,24,42,2,2,0,4,13,6,NO
102,284,33,69,10,1,1,18,0,0,25,21,0,3,4,0,14,5,NO
115,393,40,101,18,1,1,44,3,1,25,71,2,1,1,2,11,2,NO
142,459,70,134,18,8,8,36,16,8,57,96,4,2,1,1,4,1,NO
135,423,48,109,19,0,13,63,1,0,48,56,4,17,8,4,18,9,NO
116,358,50,73,13,2,15,57,1,0,54,89,5,0,0,5,9,12,NO
114,312,30,93,17,2,6,47,2,5,14,77,1,1,1,0,8,5,NO
131,416,55,103,16,5,8,45,10,6,34,61,3,3,11,2,8,3,NO
120,315,24,81,15,0,7,38,1,0,39,56,9,0,1,6,7,13,NO
104,339,33,82,11,1,14,52,1,0,39,80,2,4,2,3,8,9,NO
135,347,28,94,11,0,0,30,19,7,24,24,3,1,6,2,10,4,NO
146,632,87,173,30,2,21,89,12,12,34,103,0,3,9,4,6,8,NO
157,554,93,147,22,1,36,99,32,10,83,113,18,5,0,3,8,5,NO
81,267,25,60,8,1,6,21,0,1,18,58,0,2,1,0,9,0,NO
95,305,36,92,16,1,6,22,1,3,36,51,0,4,0,1,5,0,NO
146,522,57,109,31,4,21,64,0,0,72,142,2,4,0,1,18,3,NO
84,261,34,64,10,0,9,31,1,2,33,37,1,2,1,3,5,9,NO
157,593,72,166,32,4,15,76,6,4,23,92,5,6,1,9,13,4,NO
98,266,34,57,10,3,17,38,1,2,23,94,2,2,0,2,3,4,NO
115,390,43,93,17,1,10,52,0,2,45,78,1,3,4,6,11,5,NO
147,508,79,135,20,2,19,62,11,3,52,145,6,5,2,1,10,8,NO
139,408,52,108,23,3,8,42,11,9,26,72,0,3,5,5,15,8,NO
150,557,69,147,20,5,11,50,3,7,30,78,4,3,8,1,11,0,NO
146,505,82,159,19,4,9,45,6,8,57,39,0,2,3,1,9,11,NO
96,354,35,102,15,1,9,43,0,0,28,86,2,1,0,2,11,0,NO
123,322,42,68,10,2,2,32,1,0,41,58,8,2,3,1,7,9,NO
115,398,53,112,17,1,10,37,8,3,39,56,5,0,0,1,8,7,NO
115,258,37,75,14,4,5,28,7,2,26,38,4,7,2,0,3,4,NO
122,417,73,120,12,3,3,61,12,4,67,43,2,1,2,4,5,5,NO
121,326,34,92,12,2,9,34,1,4,15,57,3,1,7,0,6,9,NO
122,360,48,105,17,5,6,42,11,3,18,49,1,14,12,4,7,8,NO
84,278,26,61,8,0,5,30,2,1,11,43,2,0,0,1,10,5,NO
140,515,59,142,19,4,0,47,8,5,62,34,1,12,15,5,13,7,NO
90,256,36,54,21,0,1,16,2,0,26,40,1,5,5,0,8,1,NO
121,405,54,97,25,0,14,52,5,2,49,96,4,4,0,3,10,8,NO
107,254,33,49,9,1,9,31,1,3,31,73,1,1,1,2,13,4,NO
119,444,50,125,24,3,10,63,12,5,41,45,3,6,1,7,8,7,NO
85,256,29,74,12,0,6,22,1,0,18,33,1,4,2,2,6,7,NO
104,300,45,88,9,1,27,58,0,1,19,76,2,1,0,1,6,11,NO
154,520,49,134,24,2,1,60,8,4,49,59,12,1,11,7,16,3,NO
121,317,45,74,16,0,23,61,0,0,41,99,4,3,0,1,10,4,NO
137,443,64,131,37,3,11,68,2,4,53,43,1,4,3,5,17,3,NO
104,308,64,97,18,3,4,28,13,1,29,34,1,0,2,1,1,3,NO
105,396,51,111,8,5,0,21,31,6,15,42,0,3,5,1,6,1,NO
94,270,27,65,11,1,3,19,6,0,54,49,11,3,1,3,7,9,NO
103,301,30,76,19,4,2,23,2,0,27,30,7,3,4,6,4,1,NO
126,401,48,96,17,0,20,58,0,1,26,89,3,1,0,2,14,10,NO
162,651,92,187,39,11,10,71,3,6,30,63,6,0,7,11,9,4,NO
158,537,80,148,34,1,19,72,1,0,78,98,8,2,1,4,17,4,NO
113,359,38,97,19,2,6,47,10,3,16,70,1,8,3,5,13,6,NO
147,504,69,146,27,3,20,75,0,1,68,109,9,2,0,4,12,4,NO
110,391,44,99,20,2,6,53,3,3,21,51,4,2,4,3,9,4,NO
86,301,54,92,25,1,13,49,1,6,26,76,2,8,0,4,6,5,NO
117,400,58,94,20,3,16,51,2,4,46,110,2,16,3,4,12,2,NO
94,348,41,79,18,0,17,49,3,1,20,98,3,2,1,3,13,1,NO
109,382,31,76,10,5,11,42,2,1,17,120,2,4,0,2,6,1,NO
142,356,31,80,10,1,0,24,1,2,43,45,3,1,4,4,17,9,NO
129,440,62,140,38,4,5,53,5,5,41,39,5,2,1,7,9,10,NO
99,379,39,105,20,0,6,35,0,1,12,24,0,2,2,4,11,7,NO
126,422,55,111,25,3,12,42,3,4,41,93,5,3,1,3,19,4,NO
101,291,31,73,14,4,8,43,2,2,28,63,1,3,4,2,5,8,NO
142,449,53,104,33,0,14,65,15,11,42,119,3,11,0,5,17,9,NO
99,347,29,78,13,2,1,36,1,0,16,41,3,2,4,5,11,3,NO
100,287,21,69,6,0,1,29,2,2,18,29,0,2,7,2,8,5,NO
150,472,53,99,18,4,1,25,16,6,55,90,1,0,6,3,7,6,NO
109,319,39,84,24,0,15,63,0,1,27,63,1,3,0,2,12,11,NO
132,470,52,113,22,2,12,54,6,3,26,104,1,5,0,2,11,2,NO
100,333,37,105,11,4,14,51,0,1,14,57,0,2,0,3,13,3,NO
104,300,42,69,13,3,8,28,1,0,29,72,0,2,12,2,4,6,NO
156,601,80,162,37,6,19,94,19,8,37,82,0,4,5,6,17,6,NO
129,372,60,102,19,4,15,50,0,3,43,52,8,4,1,4,2,8,NO
121,428,39,118,16,5,4,50,0,3,19,25,4,2,4,3,18,7,NO
106,299,33,72,17,2,1,30,21,1,16,52,0,3,3,5,6,6,NO
125,412,42,90,14,3,1,32,6,1,43,75,9,9,10,3,7,2,NO
122,286,28,61,0,4,0,11,7,1,26,47,3,4,5,0,10,6,NO
103,275,33,60,5,2,2,21,10,2,12,37,0,0,9,1,9,2,NO
78,283,26,84,20,0,6,40,2,1,9,34,1,2,1,1,7,4,NO
93,355,45,101,17,1,10,42,0,4,21,22,1,1,3,2,11,1,NO
104,379,50,89,12,3,3,25,33,5,25,36,0,2,6,0,11,8,NO
156,590,87,161,34,4,11,65,2,4,62,129,2,16,0,2,18,1,NO
132,505,67,136,28,7,13,77,12,5,47,96,7,4,2,7,20,1,NO
151,534,70,146,21,7,15,82,2,12,46,63,3,2,3,5,15,5,NO
89,259,26,60,8,0,7,39,0,0,25,48,1,1,2,6,2,6,NO
114,395,29,104,19,0,9,39,0,1,28,38,8,0,5,1,4,12,NO
137,427,71,104,26,1,13,57,8,3,71,92,6,7,0,4,11,2,NO
96,324,31,77,14,1,14,49,2,6,24,57,0,2,4,6,7,3,NO
118,393,61,111,24,0,14,53,1,2,42,112,1,4,0,2,6,9,NO
150,575,42,136,21,1,1,45,2,2,21,33,4,0,5,4,18,6,NO
137,331,48,81,12,7,2,26,19,6,17,51,0,0,6,3,4,3,NO
113,340,31,87,13,3,1,24,12,7,32,16,4,0,16,1,5,5,NO
92,351,52,106,23,2,14,54,13,4,24,44,0,0,0,3,2,1,NO
93,307,37,78,12,1,3,20,12,9,34,45,1,2,5,1,3,3,NO
123,262,22,56,10,2,1,18,3,2,31,38,6,3,2,3,10,4,NO
125,310,36,93,20,2,6,47,0,0,22,49,0,2,2,3,4,3,NO
122,445,51,103,25,1,26,58,3,0,27,140,1,6,0,1,4,1,NO
115,338,56,83,10,2,10,44,6,4,80,54,10,0,1,2,2,11,NO
93,337,56,93,16,8,6,26,24,9,28,52,6,0,1,1,9,5,NO
131,444,55,109,29,3,16,53,12,4,42,132,1,4,0,2,9,1,NO
116,430,77,124,16,0,17,65,2,1,49,63,4,4,2,4,14,6,NO
113,369,43,93,18,0,13,59,7,6,26,66,3,1,2,4,13,5,NO
131,420,47,95,12,3,1,26,9,7,22,90,0,3,7,4,5,0,NO
117,267,42,67,13,1,12,48,2,4,27,45,0,4,0,5,8,2,NO
97,327,48,89,19,2,11,61,1,1,24,59,1,4,1,6,10,4,NO
96,332,47,81,16,0,21,51,1,0,29,60,1,2,0,4,9,5,NO
137,486,94,148,42,0,33,108,0,0,79,123,7,9,0,4,9,3,NO
102,337,46,79,22,2,7,43,11,2,48,114,2,6,1,3,10,3,NO
112,325,43,89,27,3,13,58,1,1,37,66,7,2,0,5,4,5,NO
149,513,88,123,16,0,25,70,4,1,93,185,5,2,0,4,7,8,NO
142,463,46,106,12,0,12,55,3,0,26,49,1,7,3,1,15,8,NO
137,426,58,128,24,2,21,74,1,3,23,83,2,1,1,3,18,7,NO
137,488,62,131,24,6,8,51,21,6,32,54,0,3,8,3,7,2,NO
148,423,39,101,13,2,5,40,12,1,29,69,5,1,8,5,6,3,NO
125,346,36,99,24,2,15,49,0,1,18,57,2,0,1,3,17,2,NO
157,610,70,174,38,1,23,104,1,1,50,102,5,2,0,8,18,2,NO
129,366,55,108,26,1,10,57,2,0,55,54,2,0,1,5,10,8,NO
106,380,39,93,19,0,7,40,5,3,22,81,4,1,1,2,12,3,NO
80,299,43,92,16,2,10,45,3,8,22,33,4,3,0,4,8,5,NO
98,257,29,61,15,0,8,39,1,0,26,38,7,1,0,4,3,5,NO
138,517,79,138,24,2,6,45,24,9,84,78,2,6,1,4,6,3,NO
153,624,81,179,22,10,2,31,21,16,40,59,0,5,16,4,10,3,NO
111,255,39,54,12,2,5,24,6,5,18,78,2,3,4,1,2,0,NO
127,435,47,99,19,3,6,41,1,3,61,59,1,2,2,3,14,8,NO
124,324,38,81,15,1,16,44,2,2,23,82,2,1,0,3,1,8,NO
125,426,52,116,21,2,20,67,6,2,47,105,1,1,0,7,12,4,NO
115,371,58,92,20,4,14,46,1,1,23,113,4,2,1,3,6,1,NO
132,461,65,124,26,2,8,45,37,9,21,65,1,4,13,4,3,7,NO
100,346,48,94,19,2,22,59,0,0,29,76,3,0,2,1,10,4,NO
102,308,28,71,10,4,9,36,0,3,20,67,1,0,3,1,4,1,NO
86,260,20,65,13,0,4,21,2,0,19,49,0,0,2,2,7,0,NO
149,579,93,168,19,6,1,47,54,18,55,124,0,1,12,2,3,0,NO
85,286,30,67,11,0,6,26,2,4,26,63,0,5,6,1,1,1,NO
134,368,48,103,11,2,3,28,3,6,54,61,4,5,3,2,8,7,NO
133,425,43,106,19,2,14,58,0,0,33,54,3,0,3,2,14,8,NO
96,324,59,82,21,1,18,64,2,3,57,94,1,10,1,2,13,3,NO
91,303,25,74,13,1,8,36,0,2,22,53,1,0,1,3,9,1,NO
106,268,41,56,12,1,4,24,7,5,38,58,0,1,8,4,6,1,NO
153,447,50,127,32,2,13,64,0,4,46,68,12,4,0,8,10,1,NO
93,278,25,69,11,0,1,27,1,2,33,16,0,5,3,4,10,7,NO
113,387,44,106,16,4,4,32,8,6,23,56,0,4,3,1,6,13,NO
133,463,77,153,31,5,11,54,15,5,39,55,3,8,1,1,5,4,NO
93,316,46,81,23,4,4,35,9,4,19,51,2,3,8,0,12,2,NO
117,348,42,86,21,0,13,51,0,0,40,86,3,3,0,2,7,14,NO
88,308,43,68,12,0,16,43,1,2,26,74,1,4,0,1,8,8,NO
117,448,70,142,26,6,13,51,2,3,29,33,0,2,5,3,7,2,NO
101,377,61,121,34,2,10,56,17,7,64,73,8,5,0,5,10,3,NO
97,334,34,94,11,0,6,45,6,0,32,47,5,2,0,7,9,3,NO
136,442,62,130,29,2,24,75,8,5,35,66,3,2,0,3,9,2,NO
81,265,30,62,11,0,18,38,0,0,26,69,2,0,1,0,6,9,NO
113,336,41,80,19,2,11,47,3,2,24,76,1,11,0,4,12,11,NO
150,557,71,146,28,4,11,61,15,8,36,95,2,15,0,5,10,2,NO
130,489,67,135,19,6,5,39,19,13,50,55,2,1,7,2,13,9,NO
103,252,33,58,5,0,10,31,3,0,26,28,3,2,0,3,7,9,NO
85,265,27,67,11,0,1,12,22,13,24,53,0,1,6,1,6,2,NO
94,351,35,87,22,0,12,36,7,3,30,109,2,2,0,1,3,5,NO
103,337,21,69,6,3,2,18,10,5,18,48,2,1,7,0,8,2,NO
144,474,56,108,19,4,20,52,0,3,52,125,9,3,3,1,8,4,NO
138,496,90,136,16,4,20,83,27,10,51,118,7,5,3,8,10,2,NO
128,470,67,140,19,7,5,62,41,14,45,42,0,1,4,7,10,4,NO
97,328,49,88,18,4,1,21,6,4,29,35,2,5,0,2,3,8,NO
123,431,49,96,20,2,11,50,4,1,41,96,0,3,3,4,13,2,NO
118,323,50,102,12,3,5,39,4,4,16,26,0,1,7,3,8,2,NO
151,574,54,153,27,1,18,74,0,2,20,112,1,7,0,7,20,6,NO
153,618,87,175,42,2,5,60,6,5,60,53,2,4,11,3,15,4,NO
110,349,40,83,22,0,9,43,3,1,28,69,7,1,2,2,18,11,NO
144,560,67,145,12,2,3,51,30,8,55,48,3,1,9,7,13,4,NO
157,654,59,168,31,9,2,60,18,6,19,32,2,1,4,4,15,5,NO
148,542,71,150,14,1,15,68,14,5,49,66,3,1,6,8,15,1,NO
146,529,66,137,29,5,26,84,1,2,44,120,5,14,0,2,14,0,NO
94,306,22,70,12,1,2,26,1,1,14,49,3,2,2,2,10,8,NO
89,250,24,60,13,1,3,23,2,3,19,34,8,0,0,0,2,2,NO
151,552,75,142,29,4,18,88,3,3,71,93,0,5,1,7,11,0,NO
103,318,45,81,19,0,21,62,3,1,36,79,1,14,0,2,11,1,NO
131,410,61,92,17,5,14,43,6,4,62,107,3,5,2,7,5,0,NO
115,397,43,96,17,4,19,52,2,2,41,111,0,3,0,2,7,1,NO
143,415,42,92,14,4,5,43,14,6,45,58,0,0,4,5,9,7,NO
131,396,48,105,29,3,5,42,1,8,28,41,5,3,4,3,15,5,NO
139,524,60,145,34,2,15,78,9,5,27,83,2,2,1,5,18,10,NO
90,272,27,65,10,2,5,23,5,3,24,67,1,1,5,2,2,4,NO
147,507,67,123,20,5,8,45,26,7,44,110,1,4,3,3,12,5,NO
100,280,48,64,10,5,1,17,30,6,24,60,1,5,5,2,2,5,NO
107,353,45,84,18,1,14,43,4,2,37,89,1,6,0,2,4,6,NO
127,472,50,146,27,2,1,40,1,0,32,52,6,1,4,7,15,10,NO
124,354,40,94,16,2,7,43,2,0,29,90,0,3,1,1,13,3,NO
98,287,28,81,15,0,1,25,1,0,34,33,10,0,4,4,6,5,NO
150,493,48,123,17,1,5,54,1,4,55,53,2,1,13,3,5,1,NO
80,261,47,85,20,2,6,36,15,3,23,36,0,3,8,2,0,10,NO
92,274,24,72,13,1,4,28,0,1,24,60,1,5,1,2,10,6,NO
156,586,72,159,30,0,12,79,3,6,53,48,10,0,2,11,15,8,NO
90,288,45,74,15,2,7,42,1,3,28,53,0,2,7,3,6,2,NO
109,439,70,133,23,3,13,45,15,7,28,90,0,7,10,2,9,3,NO
99,377,36,96,23,2,3,37,3,1,15,29,2,2,5,3,10,2,NO
123,441,54,137,28,1,10,69,1,2,14,22,3,6,2,6,14,12,NO
103,314,38,100,22,1,14,55,3,8,25,53,1,2,2,5,5,5,NO
97,337,43,92,20,0,12,51,2,4,27,66,1,3,2,0,11,6,NO
96,269,25,65,13,1,1,18,2,0,26,54,5,1,2,1,7,5,NO
135,474,70,118,26,4,25,75,3,3,43,99,2,2,3,5,9,10,NO
151,567,74,144,30,3,12,63,0,0,26,102,2,2,13,10,18,2,NO
122,408,47,98,16,3,8,30,0,0,59,59,7,2,1,0,2,12,NO
120,347,44,92,16,5,7,31,6,3,18,81,0,7,3,0,8,2,NO
114,317,32,61,13,1,6,34,11,2,18,56,4,1,4,3,14,2,NO
124,373,46,98,15,2,9,46,5,5,49,43,11,0,6,4,2,11,NO
158,592,64,146,34,1,21,86,7,3,53,123,2,1,0,8,18,3,NO
127,418,44,113,16,3,12,71,4,5,17,90,1,1,0,3,18,2,NO
108,293,30,83,16,1,3,34,0,1,24,50,1,2,6,8,8,5,NO
88,263,30,61,12,3,6,28,1,1,34,38,1,1,3,2,4,2,NO
130,432,48,119,15,1,5,49,1,3,41,76,13,6,5,2,14,6,NO
121,405,55,90,17,1,25,59,0,1,38,139,0,1,0,4,5,5,NO
111,330,50,85,19,0,13,32,2,0,36,79,3,6,0,1,7,10,NO
113,311,46,69,17,1,11,43,1,2,31,60,6,4,0,10,1,2,NO
130,368,45,104,20,4,10,52,2,0,49,70,5,1,1,2,8,3,NO
143,373,49,98,23,0,18,53,3,1,36,102,6,0,1,2,11,5,NO
118,418,54,116,18,2,4,27,19,3,25,53,0,0,4,0,3,0,NO
74,280,39,76,17,0,19,58,0,0,28,54,8,2,0,2,4,1,NO
152,568,61,139,25,3,12,64,25,3,50,137,5,1,2,8,10,5,NO
106,294,36,73,10,2,5,20,6,5,22,58,3,1,2,2,12,4,NO
110,288,35,69,10,0,1,28,3,0,27,44,1,1,10,2,3,5,NO
92,298,44,67,19,6,10,38,10,2,23,118,0,3,4,3,2,1,NO
155,534,84,118,27,1,37,86,6,4,75,196,2,7,0,4,11,4,NO
141,491,55,125,23,6,13,49,2,4,19,65,7,1,2,5,15,0,NO
95,304,23,67,8,1,2,26,3,3,25,35,6,1,1,4,8,1,NO
158,627,84,165,40,3,17,113,29,3,40,123,8,8,0,9,18,5,NO
160,625,80,173,39,2,23,100,0,1,49,89,11,3,0,5,12,2,NO
141,421,57,109,19,3,6,49,18,13,44,90,4,1,2,5,7,6,NO
143,556,71,155,33,8,10,59,30,6,31,68,1,6,9,3,13,5,NO
107,352,35,94,14,1,2,33,3,6,29,29,5,3,9,4,6,5,NO
151,566,75,154,48,3,23,84,2,4,52,126,8,5,0,8,12,7,NO
147,538,58,131,28,4,14,65,9,3,44,75,2,1,3,4,13,1,NO
135,488,89,121,17,4,5,27,25,11,59,84,2,4,6,1,8,1,NO
136,432,47,112,19,3,14,51,13,4,20,79,1,0,2,4,8,5,NO
72,273,32,82,15,11,8,53,3,0,8,55,1,2,0,0,6,0,NO
106,265,29,57,14,2,7,27,2,2,29,71,0,2,0,1,3,9,NO
97,259,21,59,12,3,1,19,1,2,16,55,0,1,6,0,6,4,NO
106,384,53,106,14,4,6,34,4,4,54,66,6,2,9,1,7,2,NO
120,381,34,94,14,1,10,49,0,1,33,61,4,7,0,6,9,10,NO
119,373,39,84,18,1,9,44,0,1,16,98,0,11,2,2,8,7,NO
88,267,38,65,21,0,6,33,3,0,37,63,1,9,2,2,5,2,NO
129,414,64,107,22,3,8,40,4,4,35,86,0,3,12,4,10,5,NO
116,361,50,112,27,1,10,47,0,0,49,35,6,3,1,3,8,12,NO
162,647,79,182,30,7,7,63,16,7,36,34,1,1,13,5,8,1,NO
160,656,83,186,36,3,9,77,13,4,36,71,1,0,6,10,22,12,NO
97,270,44,65,12,0,2,17,10,5,22,34,0,3,8,0,2,10,NO
154,602,81,171,20,5,7,54,21,10,51,93,1,6,13,5,13,4,NO
114,341,29,93,18,0,5,38,2,1,52,26,10,1,1,4,10,4,NO
128,404,50,91,22,1,15,55,5,6,37,124,2,3,1,3,4,6,NO
137,492,64,148,23,1,7,51,6,4,47,42,3,0,8,5,20,3,NO
89,255,25,59,9,2,5,21,0,3,29,66,0,0,1,0,7,9,NO
119,341,53,85,10,5,7,31,5,7,34,32,1,1,3,1,7,9,NO
100,283,31,56,7,0,9,19,1,2,28,88,2,1,0,1,12,7,NO
118,374,52,113,12,5,18,65,1,1,24,53,3,0,0,3,15,3,NO
130,436,34,94,14,1,2,30,13,4,31,78,10,0,5,2,14,7,NO
127,323,49,74,11,2,8,34,8,2,34,53,0,2,2,2,8,9,NO
159,655,136,214,42,10,16,88,46,9,65,60,4,1,8,12,7,5,NO
102,251,36,62,6,2,1,15,16,3,24,40,0,4,2,2,3,4,NO
127,402,44,101,15,3,12,39,2,3,22,100,4,4,2,2,16,2,NO
139,448,49,120,14,6,2,34,3,1,45,56,0,2,6,3,12,1,NO
116,354,23,88,9,0,10,40,0,0,43,37,19,4,0,4,13,5,NO
107,345,39,99,19,0,17,64,0,1,25,82,1,4,0,0,8,3,NO
120,319,26,91,13,2,5,39,4,2,14,53,5,2,0,7,8,8,NO
118,409,47,102,19,2,3,33,4,8,22,52,1,3,6,4,11,8,NO
104,349,49,91,22,2,7,45,1,2,28,72,0,3,0,6,6,4,NO
147,527,64,124,30,5,14,64,16,6,45,127,0,5,7,3,12,2,NO
73,262,32,68,13,0,6,32,3,4,27,49,2,1,0,1,10,8,NO
115,314,35,83,22,6,4,31,2,3,31,56,0,1,2,2,3,4,NO
128,266,40,72,13,4,9,36,9,5,28,65,3,1,0,3,3,4,NO
133,358,55,88,19,5,17,52,2,1,35,67,1,2,0,3,5,3,NO
135,453,52,129,33,2,5,66,6,3,34,70,5,2,3,3,15,8,NO
147,460,67,112,25,1,8,26,14,11,55,72,3,1,3,2,9,3,NO
137,491,71,102,18,2,19,57,6,2,53,133,2,1,0,6,9,6,NO
153,562,68,155,32,2,20,70,7,1,19,82,2,6,5,5,9,4,NO
152,541,68,125,25,0,27,85,5,2,113,124,5,3,0,3,13,4,NO
84,256,24,50,11,0,10,24,0,1,14,94,1,4,0,1,9,4,NO
123,415,45,115,22,4,15,59,0,1,10,45,3,1,0,2,13,4,NO
117,368,45,97,13,2,9,52,3,0,45,68,9,3,0,5,6,0,NO
115,343,62,114,21,2,7,36,0,0,31,31,1,2,1,1,5,10,NO
115,370,46,93,24,2,18,50,0,2,66,101,3,0,0,1,10,8,NO
129,276,43,61,15,3,8,30,5,0,16,80,1,7,2,0,7,0,NO
148,495,57,134,23,9,8,50,7,6,29,50,5,0,2,9,11,2,NO
94,270,35,63,10,3,1,19,12,4,21,46,2,1,3,3,3,2,NO
151,523,69,136,16,8,6,39,22,14,55,87,2,8,5,4,5,5,NO
127,502,66,147,23,9,9,71,16,5,24,43,1,1,13,5,5,4,NO
90,290,27,68,8,1,10,34,3,2,10,29,0,2,9,4,9,4,NO
126,453,57,138,14,7,6,58,17,3,50,42,6,3,3,1,19,4,NO
125,319,31,84,16,0,2,30,2,2,28,54,0,5,3,0,11,8,NO
136,446,78,135,23,1,30,73,2,1,50,99,13,3,0,1,6,2,NO
138,499,80,141,25,7,14,56,12,7,44,116,0,6,4,1,7,2,NO
127,480,66,134,33,2,22,75,4,5,35,70,4,7,1,2,13,0,NO
112,338,62,74,23,3,11,49,16,8,37,83,0,0,7,4,0,3,NO
133,478,51,118,11,2,9,42,17,16,52,93,5,3,3,3,9,2,NO
153,613,111,176,39,6,21,83,17,3,58,104,2,5,2,5,11,1,NO
84,253,39,65,16,2,10,37,5,1,26,44,2,4,0,2,5,1,NO
133,431,39,97,24,1,7,43,7,5,18,72,0,2,9,4,7,5,NO
150,512,52,106,18,1,2,34,8,2,33,63,0,5,6,3,14,1,NO
105,354,45,96,16,7,5,42,2,5,42,49,8,0,5,7,8,3,NO
149,599,80,183,30,5,10,74,10,7,32,66,1,0,0,5,28,4,NO
110,426,57,126,29,3,12,66,2,3,34,83,1,3,2,4,4,1,NO
145,486,70,121,19,4,15,66,3,5,49,88,2,2,0,2,9,4,NO
150,545,66,149,24,8,8,73,13,5,43,68,0,5,10,9,14,2,NO
131,314,32,64,5,1,2,20,4,4,16,29,0,6,12,1,8,5,NO
104,349,44,87,23,0,11,49,0,0,17,61,0,7,0,4,9,9,NO
133,459,57,121,23,0,6,46,0,4,26,22,0,0,3,3,16,2,NO
152,548,61,137,24,2,14,65,1,2,13,49,1,2,7,2,13,6,NO
150,557,65,141,28,0,17,70,2,3,57,50,5,4,2,3,9,5,NO
129,445,44,109,22,3,11,64,4,4,39,68,5,4,3,3,20,1,NO
153,508,61,130,27,1,9,56,4,4,57,73,2,3,6,4,19,6,NO
129,457,42,94,14,2,9,51,15,10,27,68,2,3,7,7,11,8,NO
139,484,71,138,12,7,3,58,7,7,61,65,0,1,13,8,9,1,NO
131,434,48,111,21,5,7,58,5,2,22,42,0,3,5,6,9,9,NO
84,300,41,79,22,0,12,55,0,1,18,50,0,4,0,3,10,4,NO
155,598,62,172,34,3,11,68,33,7,39,89,11,2,3,3,9,6,NO
64,250,24,63,8,1,1,13,13,3,9,32,1,0,3,1,6,3,NO
119,403,63,114,20,1,10,54,3,2,50,65,0,4,3,5,16,8,NO
145,522,80,158,33,2,11,68,19,7,58,62,9,5,4,4,16,10,NO
112,379,29,86,19,0,7,39,2,0,19,33,1,8,1,2,12,2,NO
130,417,40,95,17,2,11,53,1,1,23,62,7,2,2,4,10,3,NO
99,309,22,74,6,3,1,31,0,1,15,26,0,1,1,2,15,2,NO
138,493,65,137,25,2,6,47,0,2,34,60,6,4,5,2,10,0,NO
153,559,66,156,36,3,7,51,4,4,17,42,0,2,6,6,23,3,NO
136,516,69,152,18,7,9,73,10,8,40,44,4,3,2,7,12,5,NO
147,544,72,137,20,10,1,29,70,18,38,71,2,6,9,3,7,6,NO
121,264,28,60,13,1,6,23,5,1,24,66,4,1,1,4,4,1,NO
84,301,26,71,7,1,8,30,3,3,13,36,1,1,5,1,9,3,NO
138,504,63,115,29,4,14,48,0,1,51,102,0,6,0,1,10,6,NO
113,365,49,103,19,6,4,36,3,3,27,77,0,2,2,1,5,4,NO
147,568,74,168,24,4,5,71,15,12,59,36,8,2,4,4,26,3,NO
145,395,35,99,22,2,5,34,2,1,37,75,13,0,0,3,14,3,NO
104,270,29,67,17,2,10,36,1,2,33,72,5,0,1,3,12,5,NO
97,288,32,65,12,2,0,24,5,0,18,50,4,1,3,2,7,1,NO
136,522,84,132,17,7,2,48,46,15,30,40,0,7,12,1,4,3,NO
140,504,76,129,20,3,16,58,6,5,72,74,4,1,9,3,8,4,NO
118,359,46,84,18,6,4,27,17,16,21,77,2,0,6,0,2,11,NO
149,482,67,135,21,4,26,71,11,4,46,156,3,9,0,6,15,1,NO
110,324,38,80,22,1,7,40,1,3,22,64,0,1,5,1,5,7,NO
